"OGO","OPERATOR","CLIENT_STATUS","API","PF_TYPE","OTHER_TYPE","FARM","SPUD_DATE","WELL_STATUS","WELL_TYPE","IIJA_IND","UNCONVENTIONAL","CONSERVATION","CONFIGURATION","LATITUDE","LONGITUDE","LATITUDE_DECIMAL","LONGITUDE_DECIMAL","REGION","COUNTY","MUNICIPALITY","ADDRESS1","ADDRESS2","CITY","STATE","ZIP","WELL_PAD","WELL_PAD_ID","SITE_ID","PLUG_COMPLETED_DATE","PRIMARY_FACILITY_ID","CLIENT_ID"
"OGO-68675","PVE OIL CORP INC","Active, Non-Govt","083-02143","OGL","OGW","PAGE PATTERSON 32","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 39' 57.765''","-78° 42' 43.354''",41.666046,-78.712043,"EP DOGO NWDO Dstr Off","McKean","Sergeant Twp","175 MCKNIGHT RD","","BLAIRSVILLE","PA","15717-7961","","",132609,"10/07/2022",134534,314620
"OGO-68675","PVE OIL CORP INC","Active, Non-Govt","083-02158","OGL","OGW","PAGE HOLDING 2","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 39' 18.792''","-78° 42' 43.668''",41.65522,-78.71213,"EP DOGO NWDO Dstr Off","McKean","Wetmore Twp","175 MCKNIGHT RD","","BLAIRSVILLE","PA","15717-7961","","",132624,"10/09/2023",134549,314620
"OGO-68675","PVE OIL CORP INC","Active, Non-Govt","083-02184","OGL","OGW","PAGE 36","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 39' 29.952''","-78° 42' 59.544''",41.65832,-78.71654,"EP DOGO NWDO Dstr Off","McKean","Wetmore Twp","175 MCKNIGHT RD","","BLAIRSVILLE","PA","15717-7961","","",132650,"10/02/2023",134575,314620
"OGO-68675","PVE OIL CORP INC","Active, Non-Govt","083-02186","OGL","OGW","PAGE 54","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 38' 32.892''","-78° 41' 13.38''",41.64247,-78.68705,"EP DOGO NWDO Dstr Off","McKean","Sergeant Twp","175 MCKNIGHT RD","","BLAIRSVILLE","PA","15717-7961","","",132652,"9/06/2022",134577,314620
"OGO-68675","PVE OIL CORP INC","Active, Non-Govt","083-02189","OGL","OGW","PAGE 60","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 38' 38.688''","-78° 41' 54.024''",41.64408,-78.69834,"EP DOGO NWDO Dstr Off","McKean","Sergeant Twp","175 MCKNIGHT RD","","BLAIRSVILLE","PA","15717-7961","","",132655,"9/22/2022",134580,314620
"OGO-68675","PVE OIL CORP INC","Active, Non-Govt","083-02190","OGL","OGW","PAGE 69","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 38' 32.928''","-78° 41' 38.054''",41.64248,-78.693904,"EP DOGO NWDO Dstr Off","McKean","Sergeant Twp","175 MCKNIGHT RD","","BLAIRSVILLE","PA","15717-7961","","",132656,"9/12/2022",134581,314620
"OGO-68675","PVE OIL CORP INC","Active, Non-Govt","083-02205","OGL","OGW","PAGE 84","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 38' 38.148''","-78° 42' 2.412''",41.64393,-78.70067,"EP DOGO NWDO Dstr Off","McKean","Sergeant Twp","175 MCKNIGHT RD","","BLAIRSVILLE","PA","15717-7961","","",132671,"10/03/2022",134596,314620
"OGO-68675","PVE OIL CORP INC","Active, Non-Govt","083-02211","OGL","OGW","PAGE 123","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","","","","","EP DOGO NWDO Dstr Off","McKean","Wetmore Twp","175 MCKNIGHT RD","","BLAIRSVILLE","PA","15717-7961","","",132677,"9/21/2023",134602,314620
"OGO-12295","QUAKER STATE CORP","Active, Non-Govt","123-32100","OGL","OGW","BARNES (COCHRAN) 01","5/26/1983","Plugged OG Well","OIL","","No","No","Vertical Well","41° 38' 25.407''","-79° 0' 29.239''",41.640391,-79.008122,"EP DOGO NWDO Dstr Off","Warren","Sheffield Twp","700 MILAM ST","ATTN SUSAN SMITH","HOUSTON","TX","77002-2806","","",218893,"8/23/2024",220870,52593
"OGO-63079","R & N RESOURCES LLC","Active, Non-Govt","123-26382","OGL","OGW","LEGERE 25","6/08/1978","Plugged OG Well","OIL","","No","No","Vertical Well","41° 53' 59.575''","-79° 17' 35.574''",41.899882,-79.293215,"EP DOGO NWDO Dstr Off","Warren","Brokenstraw Twp","5466 ROUTE 958","","BEAR LAKE","PA","16402-2926","","",213177,"8/16/2023",215154,213375
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-25997","OGL","OGW","MCDONALD 1Q","8/31/1978","Plugged OG Well","OIL","","No","No","Vertical Well","41° 31' 50.512''","-79° 31' 2.1''",41.530698,-79.51725,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",185121,"10/10/2024",187082,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-25998","OGL","OGW","MCDONALD 2Q","7/27/1978","Plugged OG Well","OIL","","No","No","Vertical Well","41° 32' 6.7128''","-79° 31' 2.478''",41.535198,-79.517355,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",185122,"10/16/2024",187083,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37163","OGL","OGW","MCDONALD 3QP","9/17/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 32' 10.809''","-79° 31' 13.846''",41.536336,-79.520513,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196285,"10/24/2024",198259,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37164","OGL","OGW","MCDONALD 4QP","8/28/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 32' 13.585''","-79° 31' 8.9184''",41.537107,-79.519144,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196286,"10/22/2024",198260,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37165","OGL","OGW","MCDONALD 5QP","8/30/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 32' 10.993''","-79° 31' 8.292''",41.536387,-79.51897,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196287,"8/03/2022",198261,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37166","OGL","OGW","MCDONALD 6QP","9/06/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 32' 9.9636''","-79° 31' 2.9424''",41.536101,-79.517484,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196288,"6/16/2022",198262,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37167","OGL","OGW","MCDONALD 7QP","9/05/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 32' 10.496''","-79° 30' 57.142''",41.536249,-79.515873,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196289,"8/05/2022",198263,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37168","OGL","OGW","MCDONALD 8QP","8/20/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 31' 53.860''","-79° 31' 7.5576''",41.531628,-79.518766,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196290,"10/11/2024",198264,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37169","OGL","OGW","MCDONALD 9QP","8/21/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 32' 6.6156''","-79° 31' 13.760''",41.535171,-79.520489,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196291,"10/28/2024",198265,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37170","OGL","OGW","MCDONALD 10QP","8/23/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 32' 6.0108''","-79° 31' 8.202''",41.535003,-79.518945,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196292,"5/29/2022",198266,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37171","OGL","OGW","MCDONALD 11QP","8/31/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 32' 7.0656''","-79° 30' 57.200''",41.535296,-79.515889,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196293,"8/05/2022",198267,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37172","OGL","OGW","MCDONALD 12QP","9/07/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 32' 2.3676''","-79° 30' 57.340''",41.533991,-79.515928,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196294,"6/18/2022",198268,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37173","OGL","OGW","MCDONALD 13QP","8/29/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 32' 3.0948''","-79° 31' 2.64''",41.534193,-79.5174,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196295,"7/05/2022",198269,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37174","OGL","OGW","MCDONALD 14QP","8/24/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 32' 2.1732''","-79° 31' 8.2848''",41.533937,-79.518968,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196296,"6/02/2022",198270,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37175","OGL","OGW","MCDONALD 15QP","8/23/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 32' 2.184''","-79° 31' 13.720''",41.53394,-79.520478,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196297,"7/16/2022",198271,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37176","OGL","OGW","MCDONALD 16QP","8/21/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 31' 57.118''","-79° 31' 13.458''",41.532533,-79.520405,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196298,"7/12/2022",198272,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37177","OGL","OGW","MCDONALD 17QP","8/24/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 31' 58.533''","-79° 31' 8.5476''",41.532926,-79.519041,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196299,"7/11/2022",198273,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37178","OGL","OGW","MCDONALD 18QP","8/28/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 31' 58.803''","-79° 31' 2.8056''",41.533001,-79.517446,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196300,"10/15/2024",198274,262874
"OGO-66765","R OIL & GAS ENT INC","Active, Non-Govt","121-37179","OGL","OGW","MCDONALD 19QP","8/27/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 31' 58.638''","-79° 30' 56.494''",41.532955,-79.515693,"EP DOGO NWDO Dstr Off","Venango","Allegheny Twp","405 HAMILTON CORNERS RD","","TITUSVILLE","PA","16354-7925","","",196301,"6/28/2022",198275,262874
"OGO-60915","RANGE RESOURCES APPALACHIA LLC","Active, Non-Govt","035-21298","OGL","OGW","MOHAWK A UNIT 2H","5/21/2014","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 13' 50.89''","-77° 28' 4.46''",41.230803,-77.467906,"EP DOGO NCDO Dstr Off","Clinton","Gallagher Twp","3000 TOWN CENTER BLVD","","CANONSBURG","PA","15317-5839","MOHAWK PAD",148904,710104,"9/20/2022",773804,141142
"OGO-60915","RANGE RESOURCES APPALACHIA LLC","Active, Non-Govt","051-23289","OGL","OGW","MISCOVICH 1","10/19/2006","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","39° 49' 37.758''","-79° 49' 3.1584''",39.827155,-79.817544,"EP DOGO SWDO Dstr Off","Fayette","Georges Twp","3000 TOWN CENTER BLVD","","CANONSBURG","PA","15317-5839","","",672183,"6/22/2023",680422,141142
"OGO-60915","RANGE RESOURCES APPALACHIA LLC","Active, Non-Govt","059-24935","OGL","OGW","INDIAN POINT UNIT 1","12/12/2008","Plugged OG Well","GAS","","Yes","No","Vertical Well","39° 49' 22.8''","-80° 1' 21.5''",39.823,-80.022639,"EP DOGO SWDO Dstr Off","Greene","Greene Twp","3000 TOWN CENTER BLVD","","CANONSBURG","PA","15317-5839","INDIAN POINT UNIT 1H",148582,710738,"10/05/2022",710456,141142
"OGO-60915","RANGE RESOURCES APPALACHIA LLC","Active, Non-Govt","081-20246","OGL","OGW","OGONTZ FISHING CLUB UNIT 13H","7/21/2010","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 19' 53.717''","-77° 16' 56.020''",41.331588,-77.282228,"EP DOGO NCDO Dstr Off","Lycoming","Cummings Twp","3000 TOWN CENTER BLVD","","CANONSBURG","PA","15317-5839","OGONTZ 12-17H WELL PAD",148977,728203,"7/02/2024",725715,141142
"OGO-60915","RANGE RESOURCES APPALACHIA LLC","Active, Non-Govt","081-20292","OGL","OGW","HARMAN LEWIS UNIT 1H","2/12/2011","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 14' 22.14''","-76° 40' 19.19''",41.239483,-76.671997,"EP DOGO NCDO Dstr Off","Lycoming","Moreland Twp","3000 TOWN CENTER BLVD","","CANONSBURG","PA","15317-5839","HARMAN LEWIS UNIT 1H",146571,736560,"8/15/2022",729109,141142
"OGO-60915","RANGE RESOURCES APPALACHIA LLC","Active, Non-Govt","081-20386","OGL","OGW","OGONTZ FISHING CLUB 8H","11/03/2010","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 19' 23.18''","-77° 17' 29.57''",41.323106,-77.291547,"EP DOGO NCDO Dstr Off","Lycoming","Cummings Twp","3000 TOWN CENTER BLVD","","CANONSBURG","PA","15317-5839","OGONTZ FISHING CLUB 3H",148976,726978,"4/26/2023",734286,141142
"OGO-60915","RANGE RESOURCES APPALACHIA LLC","Active, Non-Govt","125-01069","OGL","OGW","M MYERS 400","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 10' 58.479''","-80° 3' 1.5048''",40.182911,-80.050418,"EP DOGO SWDO Dstr Off","Washington","Somerset Twp","3000 TOWN CENTER BLVD","","CANONSBURG","PA","15317-5839","","",229498,"1/12/2024",231475,141142
"OGO-60915","RANGE RESOURCES APPALACHIA LLC","Active, Non-Govt","125-01300","OGL","OGW","J M BAINER 601570","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 3' 17.265''","-80° 13' 29.935''",40.054796,-80.224982,"EP DOGO SWDO Dstr Off","Washington","Amwell Twp","3000 TOWN CENTER BLVD","","CANONSBURG","PA","15317-5839","","",229729,"12/17/2023",231706,141142
"OGO-60915","RANGE RESOURCES APPALACHIA LLC","Active, Non-Govt","125-27682","OGL","OGW","GODWIN, GEORGE UNIT 13HS","6/29/2015","Plugged OG Well","COMB. OIL&GAS","","No","No","Horizontal Well","40° 20' 35.12''","-80° 24' 20.58''",40.343089,-80.405717,"EP DOGO SWDO Dstr Off","Washington","Cross Creek Twp","3000 TOWN CENTER BLVD","","CANONSBURG","PA","15317-5839","","",767282,"6/06/2023",785789,141142
"OGO-60915","RANGE RESOURCES APPALACHIA LLC","Active, Non-Govt","125-27947","OGL","OGW","MCC PARTNERS UNIT 7H","4/03/2016","Plugged OG Well","COMB. OIL&GAS","","No","No","Horizontal Well","40° 20' 36.74''","-80° 25' 55.82''",40.343539,-80.432172,"EP DOGO SWDO Dstr Off","Washington","Jefferson Twp","3000 TOWN CENTER BLVD","","CANONSBURG","PA","15317-5839","","",744533,"9/19/2023",808084,141142
"OGO-60915","RANGE RESOURCES APPALACHIA LLC","Active, Non-Govt","125-29012","OGL","OGW","PAWLOSKY ANTHONY 12123 6H","2/01/2023","Plugged OG Well","GAS","","Yes","No","Horizontal Well","40° 16' 45.048''","-80° 15' 51.192''",40.27918,-80.26422,"EP DOGO SWDO Dstr Off","Washington","Chartiers Twp","3000 TOWN CENTER BLVD","","CANONSBURG","PA","15317-5839","PAWLOSKY ANTHONY 12123",155760,833899,"4/22/2024",859249,141142
"OGO-23995","RAYMOND D LANGER","Active, Non-Govt","003-00976","OGL","OGW","AIKEN 1","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 27' 33.554''","-80° 7' 31.87''",40.459321,-80.125519,"EP DOGO SWDO Dstr Off","Allegheny","Robinson Twp","717 ATEN RD","","CORAOPOLIS","PA","15108-7706","","",5427,"2/03/2025",7175,72964
"OGO-69509","RC SOUTHWELL OIL LLC","Active, Non-Govt","123-34781","OGL","OGW","WALKER-TRACT 6592 1","5/18/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 52' 19.148''","-79° 5' 40.001''",41.871986,-79.094445,"EP DOGO NWDO Dstr Off","Warren","Glade Twp","59 SCIENTIFIC RD","","WARREN","PA","16365-3686","","",221477,"2/17/2023",223454,374032
"OGO-39615","REDMILL DRILLING","Active, Non-Govt","005-01724","OGL","OGW","ANNIE E. NEALE 64-4","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","41° 2' 30.530''","-79° 13' 42.578''",41.041814,-79.228494,"EP DOGO NWDO Dstr Off","Armstrong","Redbank Twp","233 NORTH PARK DR","","KITTANNING","PA","16201-7123","","",7638,"6/03/2024",9386,306334
"OGO-61180","REPASKY DAVID M","Active, Indiv","121-39189","OGL","OGW","MCCALMONT V7","2/08/1985","Plugged OG Well","OIL","","No","No","Vertical Well","41° 29' 8.7576''","-79° 32' 40.444''",41.485766,-79.544568,"EP DOGO NWDO Dstr Off","Venango","President Twp","15861 PLEASANT VALLEY DR","","PLEASANTVILLE","PA","16341-2717","","",198314,"10/12/2025",200291,143678
"OGO-61150","REPASKY RICHARD A","Active, Indiv","121-39179","OGL","OGW","VENANGO EXPLORATION INC 44","10/23/1984","Plugged OG Well","OIL","","No","No","Vertical Well","41° 28' 16.77''","-79° 33' 51.328''",41.471325,-79.564258,"EP DOGO NWDO Dstr Off","Venango","President Twp","16346 TIONESTA RD","","PLEASANTVILLE","PA","16341-3020","","",198304,"9/11/2023",200281,143358
"OGO-63815","REPSOL OIL & GAS USA LLC","Active, Non-Govt","015-20095","OGL","OGW","HICKOK 114","11/14/2008","Plugged OG Well","GAS","","Yes","No","Vertical Well","41° 36' 17.41''","-76° 51' 18.43''",41.604836,-76.855119,"EP DOGO NCDO Dstr Off","Bradford","Canton Twp","337 DANIEL ZENKER DR","","HORSEHEADS","NY","14845-1008","HICKOK",150860,779164,"6/01/2023",706577,237104
"OGO-63815","REPSOL OIL & GAS USA LLC","Active, Non-Govt","015-20496","OGL","OGW","ZIEGLER 03 001 01 E 1H","5/05/2010","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 50' 20.6''","-76° 50' 46.22''",41.839056,-76.846172,"EP DOGO NCDO Dstr Off","Bradford","Columbia Twp","337 DANIEL ZENKER DR","","HORSEHEADS","NY","14845-1008","ZIEGLER E 03-001",149627,786498,"10/25/2023",724249,237104
"OGO-63815","REPSOL OIL & GAS USA LLC","Active, Non-Govt","015-20592","OGL","OGW","HARNISH 01 032 01 G 1H","12/23/2010","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 42' 39.7''","-76° 50' 17.75''",41.711028,-76.838264,"EP DOGO NCDO Dstr Off","Bradford","Canton Twp","337 DANIEL ZENKER DR","","HORSEHEADS","NY","14845-1008","HARNISH E 01-032",148477,729482,"6/07/2023",725668,237104
"OGO-63815","REPSOL OIL & GAS USA LLC","Active, Non-Govt","015-21027","OGL","OGW","CUMMINGS LUMBER 01 081 03 3H","12/23/2010","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 48' 36.17''","-76° 46' 22.56''",41.810047,-76.772933,"EP DOGO NCDO Dstr Off","Bradford","Troy Twp","337 DANIEL ZENKER DR","","HORSEHEADS","NY","14845-1008","CUMMINGS LUMBER 01-081",148149,733888,"12/23/2022",731370,237104
"OGO-63815","REPSOL OIL & GAS USA LLC","Active, Non-Govt","015-23513","OGL","OGW","ALEXANDER (01-124-06) R 6H","10/08/2019","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 45' 45.03''","-76° 52' 57.64''",41.762508,-76.882678,"EP DOGO NCDO Dstr Off","Bradford","Armenia Twp","337 DANIEL ZENKER DR","","HORSEHEADS","NY","14845-1008","ALEXANDER R (01-124)",156031,833828,"5/02/2022",835039,237104
"OGO-63815","REPSOL OIL & GAS USA LLC","Active, Non-Govt","015-23768","OGL","OGW","CUMMINGS LUMBER (01-081-09) 9H","8/29/2022","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 48' 34.74''","-76° 46' 23.268''",41.80965,-76.77313,"EP DOGO NCDO Dstr Off","Bradford","Troy Twp","337 DANIEL ZENKER DR","","HORSEHEADS","NY","14845-1008","CUMMINGS LUMBER 01-081",148149,733888,"11/09/2023",858669,237104
"OGO-63815","REPSOL OIL & GAS USA LLC","Active, Non-Govt","081-20288","OGL","OGW","RED RUN MTN 736 1H","5/23/2010","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 32' 13.11''","-76° 59' 36.29''",41.536975,-76.993414,"EP DOGO NCDO Dstr Off","Lycoming","McIntyre Twp","337 DANIEL ZENKER DR","","HORSEHEADS","NY","14845-1008","RED RUN MTN 736",149161,730694,"7/08/2025",728992,237104
"OGO-63815","REPSOL OIL & GAS USA LLC","Active, Non-Govt","081-20312","OGL","OGW","RED RUN MTN 736 6H","7/19/2010","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 32' 13.131''","-76° 59' 35.239''",41.536981,-76.993122,"EP DOGO NCDO Dstr Off","Lycoming","McIntyre Twp","337 DANIEL ZENKER DR","","HORSEHEADS","NY","14845-1008","RED RUN MTN 736",149161,730694,"7/11/2025",731191,237104
"OGO-63815","REPSOL OIL & GAS USA LLC","Active, Non-Govt","081-20336","OGL","OGW","MARSHALL BROTHERS INCORPORATED 731 1V","2/06/2010","Plugged OG Well","GAS","","Yes","No","Vertical Well","41° 32' 41.08''","-77° 5' 39.09''",41.544744,-77.094192,"EP DOGO NCDO Dstr Off","Lycoming","Jackson Twp","337 DANIEL ZENKER DR","","HORSEHEADS","NY","14845-1008","MARSHALL BROTHERS INCORPORATED 731",146110,730081,"12/30/2022",732174,237104
"OGO-63815","REPSOL OIL & GAS USA LLC","Active, Non-Govt","081-21828","OGL","OGW","BEAR CLAW 8H","10/14/2020","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 32' 50.578''","-76° 58' 24.229''",41.547383,-76.973397,"EP DOGO NCDO Dstr Off","Lycoming","McIntyre Twp","337 DANIEL ZENKER DR","","HORSEHEADS","NY","14845-1008","BEAR CLAW",156202,837744,"11/17/2022",837988,237104
"OGO-63815","REPSOL OIL & GAS USA LLC","Active, Non-Govt","117-20180","OGL","OGW","WARD 1","1/11/2006","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 34' 33.574''","-76° 56' 24.710''",41.575993,-76.940197,"EP DOGO NCDO Dstr Off","Tioga","Union Twp","337 DANIEL ZENKER DR","","HORSEHEADS","NY","14845-1008","","",665558,"5/01/2024",675589,237104
"OGO-63815","REPSOL OIL & GAS USA LLC","Active, Non-Govt","117-20182","OGL","OGW","STRANGE 1","11/10/2006","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 46' 18.92''","-76° 59' 52.478''",41.771922,-76.997911,"EP DOGO NCDO Dstr Off","Tioga","Sullivan Twp","337 DANIEL ZENKER DR","","HORSEHEADS","NY","14845-1008","","",674757,"3/14/2023",682367,237104
